Genus,Scientific_name,GenerationLength_d
Sphiggurus,Sphiggurus melanurus,3021.565025
Sphiggurus,Sphiggurus mexicanus,3021.565025
Coendou,Coendou rothschildi,3031.9718
Coendou,Coendou nycthemera,3031.9718
Coendou,Coendou sanctamartae,3031.9718
Coendou,Coendou quichua,3031.9718
Coendou,Coendou bicolor,3031.9718
Equus,Equus africanus,3041.701561
Aotus,Aotus nigriceps,3047.8376
Aotus,Aotus nancymaae,3047.8376
Aotus,Aotus vociferans,3047.8376
Aotus,Aotus jorgehernandezi,3047.8376
Aotus,Aotus zonalis,3047.8376
Aotus,Aotus azarae,3047.8376
Leontopithecus,Leontopithecus caissara,3078.3735
Leontopithecus,Leontopithecus chrysopygus,3078.3735
Eulemur,Eulemur macaco,3206.295944
Eulemur,Eulemur cinereiceps,3206.295944
Eulemur,Eulemur sanfordi,3206.295944
Eulemur,Eulemur rufus,3206.295944
Callicebus,Callicebus brunneus,3211.54375
Callicebus,Callicebus donacophilus,3211.54375
Callicebus,Callicebus dubius,3211.54375
Callicebus,Callicebus olallae,3211.54375
Callicebus,Callicebus modestus,3211.54375
Callicebus,Callicebus caligatus,3211.54375
Callicebus,Callicebus cinerascens,3211.54375
Rhinolophus,Rhinolophus euryale,3285
Rhinolophus,Rhinolophus blasii,3285
Rhinolophus,Rhinolophus mehelyi,3285
Hapalemur,Hapalemur occidentalis,3285
Prolemur,Prolemur simus,3285
Pithecia,Pithecia albicans,3285
Cercopithecus,Cercopithecus sclateri,3285
Cercopithecus,Cercopithecus erythrotis,3285
Cercopithecus,Cercopithecus erythrogaster,3285
Procolobus,Procolobus verus,3285
Cercopithecus,Cercopithecus preussi,3285
Lophocebus,Lophocebus aterrimus,3285
Cercocebus,Cercocebus atys,3285
Macaca,Macaca thibetana,3285
Hapalemur,Hapalemur meridionalis,3285
Hapalemur,Hapalemur aureus,3285
Hapalemur,Hapalemur alaotrensis,3285
Varecia,Varecia rubra,3285
Phocoena,Phocoena spinipinnis,3339.4225
Phocoena,Phocoena dioptrica,3339.4225
Lasiorhinus,Lasiorhinus krefftii,3354.315
Saimiri,Saimiri oerstedii,3354.65875
Saimiri,Saimiri vanzolinii,3354.65875
Saimiri,Saimiri boliviensis,3354.65875
Pithecia,Pithecia monachus,3412.43975
Pithecia,Pithecia irrorata,3412.43975
Pithecia,Pithecia aequatorialis,3412.43975
Lontra,Lontra longicaudis,3442.558333
Cercocebus,Cercocebus agilis,3492.441667
Cercocebus,Cercocebus sanjei,3492.441667
Cercocebus,Cercocebus chrysogaster,3492.441667
Delphinus,Delphinus capensis,3545.59095
Propithecus,Propithecus candidus,3597.596429
Propithecus,Propithecus perrieri,3597.596429
Dendrolagus,Dendrolagus lumholtzi,3618.937877
Dendrolagus,Dendrolagus spadix,3618.937877
Dendrolagus,Dendrolagus mayri,3618.937877
Avahi,Avahi occidentalis,3649.771875
Avahi,Avahi unicolor,3649.771875
Avahi,Avahi peyrierasi,3649.771875
Avahi,Avahi betsileo,3649.771875
Avahi,Avahi laniger,3649.771875
Avahi,Avahi meridionalis,3649.771875
Avahi,Avahi ramanantsoavanai,3649.771875
Avahi,Avahi cleesei,3649.771875
Pteropus,Pteropus ornatus,3650
Acerodon,Acerodon jubatus,3650
Plagiodontia,Plagiodontia aedium,3650
Mysateles,Mysateles melanurus,3650
Mysateles,Mysateles meridionalis,3650
Mysateles,Mysateles prehensilis,3650
Chiropotes,Chiropotes albinasus,3650
Chiropotes,Chiropotes utahickae,3650
Chiropotes,Chiropotes satanas,3650
Cacajao,Cacajao hosomi,3650
Propithecus,Propithecus deckenii,3650
Propithecus,Propithecus coquereli,3650
Propithecus,Propithecus coronatus,3650
Cercopithecus,Cercopithecus lhoesti,3650
Cercopithecus,Cercopithecus hamlyni,3650
Presbytis,Presbytis siamensis,3650
Presbytis,Presbytis frontata,3650
Presbytis,Presbytis hosei,3650
Presbytis,Presbytis melalophos,3650
Propithecus,Propithecus diadema,3650
Propithecus,Propithecus edwardsi,3650
Presbytis,Presbytis chrysomelas,3650
Presbytis,Presbytis femoralis,3650
Alouatta,Alouatta pigra,3650
Colobus,Colobus vellerosus,3650
Dendrolagus,Dendrolagus goodfellowi,3650
Dendrolagus,Dendrolagus pulcherrimus,3650
Trachypithecus,Trachypithecus geei,3650
Piliocolobus,Procolobus preussi,3650
Dendrolagus,Dendrolagus dorianus,3650
Piliocolobus,Procolobus pennantii,3650
Colobus,Colobus satanas,3650
Dendrolagus,Dendrolagus mbaiso,3650
Dendrolagus,Dendrolagus notatus,3650
Dendrolagus,Dendrolagus stellarum,3650
Dendrolagus,Dendrolagus scottae,3650
Semnopithecus,Semnopithecus hypoleucos,3650
Dendrolagus,Dendrolagus inustus,3650
Dendrolagus,Dendrolagus ursinus,3650
Papio,Papio papio,3650
Arctocephalus,Arctocephalus galapagoensis,3650
Phocoena,Phocoena sinus,3650
Arctocephalus,Arctocephalus philippii,3650
Arctocephalus,Arctocephalus townsendi,3650
Zalophus,Zalophus wollebaeki,3650
Phocarctos,Phocarctos hookeri,3650
Rhinopithecus,Rhinopithecus avunculus,3650
Mysateles,Mysateles garridoi,3650
Mysateles,Mysateles gundlachi,3650
Chiropotes,Chiropotes chiropotes,3650
Cacajao,Cacajao melanocephalus,3650
Cacajao,Cacajao ayresi,3650
Piliocolobus,Procolobus rufomitratus,3650
Piliocolobus,Procolobus kirkii,3650
Piliocolobus,Procolobus gordonorum,3650
Dendrolagus,Dendrolagus bennettianus,3650
Rhinopithecus,Rhinopithecus brelichi,3650
Semnopithecus,Semnopithecus ajax,3728.2195
Semnopithecus,Semnopithecus dussumieri,3728.2195
Semnopithecus,Semnopithecus hector,3728.2195
Semnopithecus,Semnopithecus priam,3728.2195
Semnopithecus,Semnopithecus schistaceus,3728.2195
Colobus,Procolobus badius,3864.89375
Colobus,Colobus angolensis,3864.89375
Bradypus,Bradypus pygmaeus,3873.20485
Bradypus,Bradypus variegatus,3873.20485
Bradypus,Bradypus tridactylus,3873.20485
Bradypus,Bradypus torquatus,3873.20485
Cercopithecus,Cercopithecus dryas,3875.131454
Cercopithecus,Cercopithecus petaurista,3875.131454
Cercopithecus,Cercopithecus mona,3875.131454
Cercopithecus,Cercopithecus solatus,3875.131454
Alouatta,Alouatta guariba,3888.341186
Alouatta,Alouatta nigerrima,3888.341186
Alouatta,Alouatta juara,3888.341186
Alouatta,Alouatta arctoidea,3888.341186
Alouatta,Alouatta puruensis,3888.341186
Alouatta,Alouatta sara,3888.341186
Alouatta,Alouatta macconnelli,3888.341186
Trachypithecus,Trachypithecus barbei,3915.454545
Trachypithecus,Trachypithecus delacouri,3915.454545
Presbytis,Presbytis natunae,3923.75
Presbytis,Presbytis rubicunda,3923.75
Presbytis,Presbytis comata,3923.75
Cyclopes,Cyclopes didactylus,3936.035513
Trachypithecus,Trachypithecus germaini,4015
Alouatta,Alouatta ululata,4015
Alouatta,Alouatta discolor,4015
Trachypithecus,Trachypithecus phayrei,4015
Macaca,Macaca leonina,4015
Indri,Indri indri,4015
Trachypithecus,Trachypithecus poliocephalus,4015
Trachypithecus,Trachypithecus laotum,4015
Trachypithecus,Trachypithecus hatinhensis,4015
Pygathrix,Pygathrix nemaeus,4015
Trachypithecus,Trachypithecus auratus,4015
Pygathrix,Pygathrix cinerea,4015
Pygathrix,Pygathrix nigripes,4015
Rhinopithecus,Rhinopithecus bieti,4015
Trachypithecus,Trachypithecus pileatus,4015
Trachypithecus,Trachypithecus shortridgei,4015
Trachypithecus,Trachypithecus johnii,4015
Allenopithecus,Allenopithecus nigroviridis,4024.409658
Simias,Simias concolor,4024.409658
Rungwecebus,Rungwecebus kipunji,4061.723281
Miopithecus,Miopithecus ogouensis,4236.482
Alouatta,Alouatta belzebul,4380
Kogia,Kogia sima,4380
Kogia,Kogia breviceps,4380
Cephalorhynchus,Cephalorhynchus heavisidii,4469.46
Chlorocebus,Chlorocebus tantalus,4533.4825
Chlorocebus,Chlorocebus pygerythrus,4533.4825
Chlorocebus,Chlorocebus djamdjamensis,4533.4825
Chlorocebus,Chlorocebus cynosuros,4533.4825
Chlorocebus,Chlorocebus sabaeus,4533.4825
Macaca,Macaca cyclopis,4572.989586
Macaca,Macaca munzala,4572.989586
Macaca,Macaca assamensis,4572.989586
Blanfordimys,Blanfordimys afghanus,4745
Macaca,Macaca ochreata,4745
Macaca,Macaca pagensis,4745
Macaca,Macaca sinica,4745
Presbytis,Presbytis potenziani,4745
Presbytis,Presbytis thomasi,4745
Hylobates,Hoolock hoolock,4745
Macaca,Macaca siberu,4745
Macaca,Macaca nigrescens,4745
Macaca,Macaca tonkeana,4745
Macaca,Macaca hecki,4745
Rhinopithecus,Rhinopithecus roxellana,4745
Blanfordimys,Blanfordimys bucharensis,4745
Inia,Inia geoffrensis,4840.09
Sotalia,Sotalia guianensis,5069.79419
Sotalia,Sotalia fluviatilis,5069.79419
Cephalorhynchus,Cephalorhynchus eutropia,5110
Hylobates,Hylobates moloch,5370.714286
Hoolock,Hoolock leuconedys,5418.846154
Cebus,Cebus macrocephalus,5475
Cebus,Cebus cay,5475
Hylobates,Hylobates pileatus,5475
Nomascus,Nomascus siki,5475
Hylobates,Hylobates albibarbis,5475
Hylobates,Hylobates klossii,5475
Hylobates,Hylobates agilis,5475
Hylobates,Hylobates muelleri,5475
Ateles,Ateles marginatus,5475
Lagothrix,Lagothrix cana,5475
Ateles,Ateles chamek,5475
Nomascus,Nomascus nasutus,5475
Nomascus,Nomascus leucogenys,5475
Zaglossus,Zaglossus bruijnii,5475
Lagothrix,Lagothrix lugens,5475
Lagothrix,Lagothrix poeppigii,5475
Nomascus,Nomascus hainanus,5475
Ateles,Ateles hybridus,5475
Nomascus,Nomascus gabriellae,5475
Monachus,Monachus schauinslandi,5475
Orcaella,Orcaella heinsohni,5475
Zaglossus,Zaglossus attenboroughi,5657.5
Lagenorhynchus,Lagenorhynchus cruciger,5667.52995
Lagenorhynchus,Lagenorhynchus australis,5667.52995
Lagenorhynchus,Lagenorhynchus obscurus,5667.52995
Lagenorhynchus,Lagenorhynchus albirostris,5667.52995
Cebus,Cebus flavius,5830.0793
Cebus,Cebus libidinosus,5830.0793
Cebus,Cebus robustus,5840
Cebus,Cebus nigritus,5840
Cebus,Cebus kaapori,5840
Cebus,Cebus xanthosternos,5840
Zaglossus,Zaglossus bartoni,5840
Oreonax,Oreonax flavicauda,5840
Neophocaena,Neophocaena asiaeorientalis,6095.5
Neophocaena,Neophocaena phocaenoides,6095.5
Tursiops,Tursiops aduncus,6427.88
Hyperoodon,Hyperoodon planifrons,6460.5
Mesoplodon,Mesoplodon hectori,6460.5
Mesoplodon,Mesoplodon ginkgodens,6460.5
Mesoplodon,Mesoplodon layardii,6460.5
Mesoplodon,Mesoplodon mirus,6460.5
Indopacetus,Indopacetus pacificus,6460.5
Mesoplodon,Mesoplodon densirostris,6460.5
Tasmacetus,Tasmacetus shepherdi,6460.5
Mesoplodon,Mesoplodon bowdoini,6460.5
Mesoplodon,Mesoplodon perrini,6460.5
Mesoplodon,Mesoplodon peruvianus,6460.5
Mesoplodon,Mesoplodon traversii,6460.5
Mesoplodon,Mesoplodon grayi,6460.5
Mesoplodon,Mesoplodon bidens,6460.5
Mesoplodon,Mesoplodon carlhubbsi,6460.5
Ziphius,Ziphius cavirostris,6460.5
Mesoplodon,Mesoplodon stejnegeri,6460.5
Mesoplodon,Mesoplodon europaeus,6460.5
Thylamys,Thylamys citellus,6670.180506
Thylamys,Thylamys fenestrae,6670.180506
Thylamys,Thylamys pulchellus,6670.180506
Platanista,Platanista gangetica,6935
Lissodelphis,Lissodelphis borealis,7142.099015
Lissodelphis,Lissodelphis peronii,7142.099015
Steno,Steno bredanensis,7142.099015
Lagenodelphis,Lagenodelphis hosei,7142.099015
Feresa,Feresa attenuata,7142.099015
Brachyteles,Brachyteles arachnoides,7300
Brachyteles,Brachyteles hypoxanthus,7300
Gorilla,Gorilla beringei,7300
Sousa,Sousa chinensis,7300
Grampus,Grampus griseus,7300
Sousa,Sousa teuszii,7300
Balaenoptera,Balaenoptera bonaerensis,8030
Stenella,Stenella frontalis,8160.812625
Stenella,Stenella longirostris,8395
Stenella,Stenella clymene,8395
Balaenoptera,Balaenoptera omurai,9016.737075
Pan,Pan paniscus,9125
Pongo,Pongo abelii,9125
Eubalaena,Eubalaena japonica,9704.4375
Berardius,Berardius arnuxii,9855
Caperea,Caperea marginata,10278.51578
Trichechus,Trichechus senegalensis,10950
Microtus,Microtus pennsylvanicus,128.9791667
Myopus,Myopus schisticolor,149.0393
Reithrodontomys,Reithrodontomys megalotis,202.795
Microtus,Microtus oeconomus,220.35
Blarina,Blarina brevicauda,307.41875
Lemmus,Lemmus lemmus,308.1925
Tarsipes,Tarsipes rostratus,341.275
Dicrostonyx,Dicrostonyx groenlandicus,392.97
Baiomys,Baiomys taylori,405.053
Sorex,Sorex minutus,416.8545
Mus,Mus minutoides,435.665
Rattus,Rattus lutreolus,440.2920833
Lagurus,Lagurus lagurus,440.925
Thallomys,Thallomys paedulcus,446.445
Microtus,Microtus arvalis,447.605
Crocidura,Crocidura russula,448.652
Saccostomus,Saccostomus campestris,454.5125
Myodes,Myodes smithii,455.675
Rhabdomys,Rhabdomys pumilio,455.9852
Microtus,Microtus agrestis,465.9675
Cricetus,Cricetus cricetus,467.0175
Phodopus,Phodopus sungorus,474.4575
Didelphis,Didelphis marsupialis,494.7575
Mesocricetus,Mesocricetus brandti,501.24
Micromys,Micromys minutus,502.66
Meriones,Meriones unguiculatus,503.8875
Rattus,Rattus rattus,546.1994
Psammomys,Psammomys obesus,549.2776
Rattus,Rattus fuscipes,558.5072833
Onychomys,Onychomys torridus,573.2886
Myodes,Myodes glareolus,577.7512
Philander,Philander opossum,590.8718
Rattus,Rattus norvegicus,594.0375
Sminthopsis,Sminthopsis crassicaudata,594.4425
Sigmodon,Sigmodon hispidus,596.57
Zapus,Zapus hudsonius,604.1943
Isoodon,Isoodon macrourus,623.745
Thomomys,Thomomys bottae,625.7925
Apodemus,Apodemus sylvaticus,626.6475
Mus,Mus musculus,628.295
Praomys,Praomys tullbergi,631.9493
Tadarida,Tadarida pumila,637.2268
Acomys,Acomys cahirinus,650.0125
Proechimys,Proechimys guyannensis,655.76
Arvicola,Arvicola amphibius,656.0875
Peromyscus,Peromyscus leucopus,661.2828333
Cercartetus,Cercartetus caudatus,668.87
Onychomys,Onychomys leucogaster,671.9993
Perameles,Perameles nasuta,679.1386
Dipodomys,Dipodomys merriami,688.0925
Monodelphis,Monodelphis domestica,717.0425
Didelphis,Didelphis virginiana,745.99
Arvicanthis,Arvicanthis niloticus,751.795
Mystromys,Mystromys albicaudatus,754.6375
Mesocricetus,Mesocricetus auratus,787.9135
Taphozous,Taphozous georgianus,788.4
Tamias,Tamias amoenus,806.0416667
Hydromys,Hydromys chrysogaster,824.9033333
Thryonomys,Thryonomys swinderianus,837.31
Elephantulus,Elephantulus rufescens,837.8975
Myotis,Myotis austroriparius,892.475
Saccopteryx,Saccopteryx bilineata,894.25
Ochotona,Ochotona collaris,894.25
Hypsiprymnodon,Hypsiprymnodon moschatus,894.25
Microgale,Microgale talazaci,918.0334667
Jaculus,Jaculus jaculus,919.8561
Peromyscus,Peromyscus maniculatus,940.1262
Acrobates,Acrobates pygmaeus,997.9661
Talpa,Talpa europaea,1000.1
Ptenochirus,Ptenochirus jagori,1019.5643
Cricetomys,Cricetomys gambianus,1040.3061
Caluromys,Caluromys philander,1043.775967
Rhinolophus,Rhinolophus rouxii,1051.1426
Cercartetus,Cercartetus nanus,1076.5043
Tamias,Tamias ruficaudus,1105.95
Lepus,Lepus americanus,1105.95
Glis,Glis glis,1152.9402
Bettongia,Bettongia lesueur,1205.0795
Pseudocheirus,Pseudocheirus peregrinus,1217.0925
Mustela,Mustela eversmanii,1222.385
Cynopterus,Cynopterus sphinx,1285.2527
Thylogale,Thylogale billardierii,1308.1284
Myocastor,Myocastor coypus,1311.7152
Ondatra,Ondatra zibethicus,1317.65
Aepyprymnus,Aepyprymnus rufescens,1327.5927
Lagostomus,Lagostomus maximus,1328.235
Haplonycteris,Haplonycteris fischeri,1350.0402
Kerodon,Kerodon rupestris,1375.6675
Geocapromys,Geocapromys brownii,1412.915
Bettongia,Bettongia gaimardi,1442.15
Tupaia,Tupaia glis,1458.084583
Setonix,Setonix brachyurus,1460
Catagonus,Catagonus wagneri,1470.95
Galago,Sciurocheirus alleni,1512.5017
Oryctolagus,Oryctolagus cuniculus,1515.3536
Bettongia,Bettongia penicillata,1517.6945
Nyctalus,Nyctalus noctula,1529.35
Burramys,Burramys parvus,1529.35
Aplodontia,Aplodontia rufa,1576.8
Gymnobelideus,Gymnobelideus leadbeateri,1587.5675
Erinaceus,Erinaceus europaeus,1608.5234
Sciurus,Sciurus vulgaris,1612.7525
Tetracerus,Tetracerus quadricornis,1637.317
Macropus,Macropus parma,1640.6995
Ictonyx,Ictonyx striatus,1650.809155
Antilocapra,Antilocapra americana,1652.841667
Arctocebus,Arctocebus calabarensis,1672.7732
Dolichotis,Dolichotis patagonum,1675.8343
Rousettus,Rousettus leschenaultii,1679.8551
Potorous,Potorous tridactylus,1685.9516
Galagoides,Galagoides demidovii,1705.4042
Macrotus,Macrotus californicus,1709.295
Mungos,Mungos mungo,1719.88
Gazella,Gazella leptoceros,1729.8227
Martes,Martes pennanti,1738.868111
Neotragus,Neotragus batesi,1741.05
Lepilemur,Lepilemur mustelinus,1750.9197
Macropus,Macropus eugenii,1766.8702
Cephalophus,Cephalophus rufilatus,1770.8773
Petrogale,Petrogale xanthopus,1781.543
Philantomba,Philantomba monticola,1818.1211
Macropus,Macropus agilis,1821.0727
Mirza,Mirza coquereli,1825
Tragulus,Tragulus napu,1825
Ammotragus,Ammotragus lervia,1825
Rucervus,Rucervus eldii,1825
Equus,Equus hemionus,1825
Hipposideros,Hipposideros fulvus,1834.2256
Carollia,Carollia perspicillata,1847.5352
Suricata,Suricata suricatta,1868.07
Wallabia,Wallabia bicolor,1877.3775
Petrogale,Petrogale concinna,1880.16
Tragelaphus,Tragelaphus scriptus,1914.548167
Galago,Galago moholi,1930.5215
Petaurus,Petaurus breviceps,1969.1592
Megaderma,Megaderma lyra,1985.8012
Sylvicapra,Sylvicapra grimmia,1986.497967
Miniopterus,Miniopterus schreibersii,1995.6986
Trichosurus,Trichosurus vulpecula,2008.23
Lycaon,Lycaon pictus,2034.717
Microcebus,Microcebus murinus,2053.5145
Marmota,Marmota flaviventris,2063.71
Nyctereutes,Nyctereutes procyonoides,2091.936667
Bassariscus,Bassariscus astutus,2093.883333
Martes,Martes martes,2100.94
Petauroides,Petauroides volans,2106.05
Madoqua,Madoqua kirkii,2131.079367
Callithrix,Callithrix jacchus,2156.5235
Ourebia,Ourebia ourebi,2156.849633
Petaurus,Petaurus australis,2158.975
Macropus,Macropus rufogriseus,2166.3627
Galago,Galago senegalensis,2167.5525
Martes,Martes foina,2178.563333
Tarsius,Tarsius bancanus,2190
Tarsius,Tarsius syrichta,2190
Tarsius,Tarsius tarsier,2190
Saguinus,Saguinus oedipus,2190
Callimico,Callimico goeldii,2190
Gazella,Gazella dorcas,2190
Gazella,Gazella gazella,2190
Eudorcas,Eudorcas thomsonii,2190
Acinonyx,Acinonyx jubatus,2190
Damaliscus,Damaliscus lunatus,2190
Panthera,Panthera leo,2190
Equus,Equus grevyi,2190
Mico,Mico argentatus,2211.0605
Martes,Martes americana,2227.96
Caracal,Caracal caracal,2239.8225
Tragelaphus,Tragelaphus angasii,2275.812133
Otolemur,Otolemur garnettii,2277.7095
Loris,Loris tardigradus,2278.1475
Hylochoerus,Hylochoerus meinertzhageni,2283.2259
Philantomba,Philantomba maxwellii,2287.576667
Nilgiritragus,Nilgiritragus hylocrius,2302.780267
Capreolus,Capreolus capreolus,2335.391667
Ovis,Ovis dalli,2338.92
Cephalophus,Cephalophus dorsalis,2362.6281
Cebuella,Cebuella pygmaea,2380.2636
Saguinus,Saguinus midas,2444.77
Saguinus,Saguinus nigricollis,2477.3645
Phacochoerus,Phacochoerus aethiopicus,2508.28
Trichosurus,Trichosurus caninus,2512.1125
Myotis,Myotis emarginatus,2542.7725
Nycticebus,Nycticebus coucang,2555
Moschus,Moschus chrysogaster,2555
Litocranius,Litocranius walleri,2555
Nanger,Nanger soemmerringii,2555
Capra,Capra falconeri,2555
Hemitragus,Hemitragus jemlahicus,2555
Tragelaphus,Tragelaphus imberbis,2555
Addax,Addax nasomaculatus,2555
Otaria,Otaria flavescens,2555
Canis,Canis latrans,2569.032222
Cheirogaleus,Cheirogaleus medius,2584.9082
Rhinolophus,Rhinolophus hipposideros,2589.7627
Kobus,Kobus kob,2600.267433
Ovis,Ovis canadensis,2634.501667
Sus,Sus scrofa,2656.07
Kobus,Kobus leche,2660.837833
Aepyceros,Aepyceros melampus,2674.111667
Puma,Puma concolor,2693.790067
Odocoileus,Odocoileus virginianus,2713.883333
Odocoileus,Odocoileus hemionus,2717.425
Macropus,Macropus fuliginosus,2718.2743
Phascolarctos,Phascolarctos cinereus,2746.4425
Tragelaphus,Tragelaphus spekii,2746.500967
Antilope,Antilope cervicapra,2747.350267
Otolemur,Otolemur crassicaudatus,2763.926
Sciurus,Sciurus carolinensis,2778.38
Myotis,Myotis myotis,2847
Connochaetes,Connochaetes gnou,2860.14
Alcelaphus,Alcelaphus buselaphus,2863.875333
Oreamnos,Oreamnos americanus,2864.106333
Oryx,Oryx gazella,2866.554367
Ornithorhynchus,Ornithorhynchus anatinus,2878.755
Canis,Canis lupus,2883.256667
Felis,Felis silvestris,2905.4
Eulemur,Eulemur fulvus,2920
Lemur,Lemur catta,2920
Daubentonia,Daubentonia madagascariensis,2920
Macaca,Macaca sylvanus,2920
Panthera,Panthera tigris,2920
Rucervus,Rucervus duvaucelii,2920
Connochaetes,Connochaetes taurinus,2942.265
Boselaphus,Boselaphus tragocamelus,2944.82
Pseudois,Pseudois nayaur,2949.321667
Capra,Capra ibex,2958.933333
Leptailurus,Leptailurus serval,3018.0586
Phocoena,Phocoena phocoena,3028.845
Pteropus,Pteropus poliocephalus,3037.9511
Hippotragus,Hippotragus niger,3053.3552
Damaliscus,Damaliscus pygargus,3053.358833
Hippotragus,Hippotragus equinus,3070.224367
Procavia,Procavia capensis,3079.14
Tragelaphus,Tragelaphus strepsiceros,3100.066667
Hyaena,Hyaena brunnea,3102.621667
Pecari,Pecari tajacu,3102.921667
Macropus,Macropus giganteus,3170.271
Mirounga,Mirounga angustirostris,3184.472917
Saguinus,Saguinus fuscicollis,3218.3145
Lontra,Lontra canadensis,3235.116667
Civettictis,Civettictis civetta,3244.5411
Oryx,Oryx dammah,3247.0961
Propithecus,Propithecus tattersalli,3283.175
Rhinolophus,Rhinolophus ferrumequinum,3285
Hapalemur,Hapalemur griseus,3285
Varecia,Varecia variegata,3285
Cercopithecus,Cercopithecus diana,3285
Cercocebus,Cercocebus torquatus,3285
Rusa,Rusa unicolor,3285
Bos,Bos javanicus,3285
Dama,Dama dama,3286.095
Castor,Castor fiber,3294.125
Macropus,Macropus rufus,3299.6
Perodicticus,Perodicticus potto,3326.9897
Arctocephalus,Arctocephalus gazella,3341.575
Panthera,Panthera pardus,3400.645433
Tragelaphus,Tragelaphus oryx,3405.9027
Mirounga,Mirounga leonina,3467.5
Myotis,Myotis grisescens,3469.92725
Cervus,Cervus nippon,3499.206333
Callicebus,Callicebus moloch,3503.0875
Erythrocebus,Erythrocebus patas,3529.3359
Pithecia,Pithecia pithecia,3539.8795
