"phenotypeID" "num_of_snps" "num_of_pos_snsps" "proportion_of_pos_snps" "mean_beta" "pos_to_neg_effect_weight"
"382" "PGS001213" 11 9 0.818181818181818 -0.00376664880909091 0.848705708690529
"383" "PGS001214" 18 9 0.5 0.0467875365 1.32600147444177
"384" "PGS001215" 23 11 0.478260869565217 0.000141444794347826 1.40542576582912
"385" "PGS001216" 20 12 0.6 0.0027094041904 5.02990722947476
"386" "PGS001217" 17 11 0.647058823529412 0.00157605213529412 3.5932453709701
"387" "PGS001218" 6 3 0.5 0.000219046128333333 1.8255087698337
"388" "PGS001219" 17 3 0.176470588235294 -0.00322270360588235 0.125203469655687
"389" "PGS001220" 24 4 0.166666666666667 -0.0113354444166667 0.0177706137456542
"390" "PGS001221" 14 10 0.714285714285714 0.0453032283357143 7.97157842864192
"391" "PGS001222" 27 19 0.703703703703704 0.000275788543592593 2.81411334613771
"392" "PGS001223" 3 1 0.333333333333333 -0.00383870406666667 0.0593338122548562
"393" "PGS001224" 3 1 0.333333333333333 -0.00315203476666667 0.0281621944052934
"394" "PGS001225" 38 14 0.368421052631579 -0.00794959820052632 0.378456786692618
"395" "PGS001226" 3 0 0 -0.00143324788666667 0
"396" "PGS001227" 25 13 0.52 0.004473498588 1.51530488854396
"397" "PGS001228" 32 14 0.4375 -0.003711184 0.410953053542036
"398" "PGS001229" 64 32 0.5 0.00113433270265625 1.1340928292419
"399" "PGS001230" 31 10 0.32258064516129 -0.0107452023354839 0.447837388750044
"400" "PGS001231" 2 2 1 0.011078595 Inf
"401" "PGS001232" 10 6 0.6 0.00197404732 2.36087840540972
"402" "PGS001233" 11 4 0.363636363636364 -0.00470933733272727 0.647014629612481
"403" "PGS001234" 30 12 0.4 -0.000227776500666667 0.572251542940163
"404" "PGS001235" 29 9 0.310344827586207 -0.000183581003103448 0.616134540766322
"405" "PGS001236" 22 10 0.454545454545455 -0.000163712331818182 0.780377253382886
"406" "PGS001237" 24 14 0.583333333333333 -0.000228450472083333 0.798095247433367
"407" "PGS001238" 38 17 0.447368421052632 -0.0238085643947368 0.744456881511864
"408" "PGS001239" 22 8 0.363636363636364 -0.000759400440909091 0.686304489661771
"409" "PGS001240" 42 18 0.428571428571429 -0.000462348256666667 0.60485664572293
"410" "PGS001241" 25 10 0.4 -0.006131598512 0.285748642981501
"411" "PGS001242" 17 2 0.117647058823529 -0.0115175418176471 0.0422222196242086
"412" "PGS001243" 14 4 0.285714285714286 -0.00770532195 0.218453261943677
"413" "PGS001245" 3 2 0.666666666666667 0.00124852043333333 6.84120798352418
"414" "PGS001246" 6 4 0.666666666666667 0.00184631166666667 8.60728923928824
"415" "PGS001247" 3 2 0.666666666666667 -0.000251950333333333 0.921141441820698
"416" "PGS001248" 4 0 0 -0.01394072365 0
"417" "PGS001249" 2 0 0 -0.013999076 0
"418" "PGS001252" 5 1 0.2 0.00197157026 1.71738287647321
"419" "PGS001253" 5 1 0.2 0.002690601078 2.29772908565407
"420" "PGS001255" 1 1 1 0.01339237 Inf
"421" "PGS001256" 2 1 0.5 -0.004771933 0.193447940153403
"422" "PGS001259" 1 1 1 0.002668126 Inf
"423" "PGS001260" 4 2 0.5 -0.0001705135 0.916886376342812
"424" "PGS001261" 6 3 0.5 0.00168462598333333 2.58213399812115
"425" "PGS001262" 2 1 0.5 -0.0010270205 0.454900266520319
"426" "PGS001263" 3 1 0.333333333333333 -0.00116719503333333 0.538860353095983
"427" "PGS001264" 2 0 0 -0.0018968236 0
"428" "PGS001265" 2 0 0 -0.008962667 0
"429" "PGS001266" 2 0 0 -0.010112864 0
"430" "PGS001269" 1 0 0 -0.002525138 0
"431" "PGS001272" 1 1 1 0.01373197 Inf
"432" "PGS001273" 2 1 0.5 0.008532018 16.7591179936535
"433" "PGS001274" 6 2 0.333333333333333 0.00206651015 1.59044198410752
"434" "PGS001276" 1 1 1 0.01497883 Inf
"435" "PGS001278" 1 0 0 -0.005123946 0
"436" "PGS001282" 1 0 0 -0.005288044 0
"437" "PGS001283" 3 1 0.333333333333333 -0.0523991366666667 0.115050458717662
"438" "PGS001284" 7 5 0.714285714285714 0.0022495403 5.0106574630054
"439" "PGS001285" 6 4 0.666666666666667 0.00210384716666667 2.52908704667192
"440" "PGS001290" 2 1 0.5 0.000486226 1.19588683809139
"441" "PGS001292" 1 0 0 -0.008099783 0
"442" "PGS001294" 5 3 0.6 0.0022967542 2.51650526515403
"443" "PGS001298" 12 7 0.583333333333333 0.000807156716666667 1.33821297875308
"444" "PGS001301" 2 0 0 -0.008246882 0
"445" "PGS001303" 1 0 0 -0.002598955 0
"446" "PGS001317" 1 1 1 0.0005908678 Inf
"447" "PGS001318" 18 10 0.555555555555556 0.00065008235 1.30057823155288
"448" "PGS001320" 18 11 0.611111111111111 0.00245668892222222 2.64434589961057
"449" "PGS001322" 4 2 0.5 -0.003592261 0.297464823356385
"450" "PGS001323" 5 3 0.6 -0.0031558384 0.476857656553721
"451" "PGS001324" 15 8 0.533333333333333 -9.37612999999999e-05 0.970386718324114
"452" "PGS001327" 7 5 0.714285714285714 0.0025103218 3.51570526551361
"453" "PGS001328" 7 4 0.571428571428571 -0.000207971628571428 0.898222961899819
"454" "PGS001329" 5 3 0.6 -0.00073847078 0.789602891126223
"455" "PGS001335" 19 11 0.578947368421053 0.000799248457894737 1.32097666825117
"456" "PGS001336" 1 0 0 -0.0005150129 0
"457" "PGS001338" 1 0 0 -0.01224018 0
"458" "PGS001339" 2 0 0 -0.0040877045 0
"459" "PGS001340" 3 1 0.333333333333333 -0.00198084233333333 0.578902982947721
"460" "PGS001341" 5 2 0.4 -0.00147025198 0.131591241655402
"461" "PGS001342" 7 3 0.428571428571429 -0.0009447809 0.550547038385517
"462" "PGS001343" 4 1 0.25 -0.0032742024 0.0462513572382032
"463" "PGS001344" 10 5 0.5 -0.00051015767 0.717404267460999
"464" "PGS001346" 9 3 0.333333333333333 -0.000272423353333333 0.780116475508848
"465" "PGS001347" 2 1 0.5 -0.0012745075 0.359112417406696
"466" "PGS001350" 755 442 0.585430463576159 1.01891855044238e-05 1.39417346103983
"467" "PGS001351" 757 350 0.462351387054161 -2.31914876550991e-05 0.573728325668219
"468" "PGS001352" 752 362 0.481382978723404 4.79335567511968e-06 1.1274783609928
"469" "PGS001355" 1896 1026 0.541139240506329 1.28218879897901e-06 1.50081907887688
"470" "PGS001356" 1896 962 0.507383966244726 4.14293906572953e-07 1.10921738972579
"471" "PGS001357" 1896 1023 0.539556962025316 3.18833000238199e-06 1.62819525430625
